,droit_d_auteur,Llama2-7B Accuracy,Pythia7B Accuracy,Pythia12B Accuracy,Olmo-7B Accuracy,Mistral7B Instruct Accuracy,Mixtral7x8B Accuracy,Mistral7B Accuracy,GPT-4 Accuracy,ChatGPT Accuracy,BERT Accuracy,Author,Title,Year,Bing Hits,Google Hits,Dolma Hits,C4 Hits,Pile Hits,Source,Sub-source,average,Source：Sub-source,ChatGPT predicted year,GPT-4 predicted year,ID,Date of Birth,Date of Death
371,private,0,0,0,0,0,0.01,0,0.01,0.01,0,William Faulkner,A Fable,1955,0,0,0.1,0,1.9,Pulitzer,,,Pulitzer,1949,1940,faulkner_a_fable_A_Fable,1897-09-25,1962/7/6
368,private,0,0,0,0.01,0,0.01,0,0.01,0,0,Margaret Wilson,The Able McLaughlins,1924,0,0,0.2,0,1,Pulitzer,,,Pulitzer,1920,1920,wilson_the_able_mclaughlins_gutenberg_59845-0_The_Able_McLaughlins,2000/1/1,2000/1/1
366,private,0,0,0,0,0,0,0,0.01,0.01,0,Raja Rao,Kanthapura,1938,0,2.3,0,0,2,Global,Asia,,Global,1960,1950,rao_kanthapura_Kanthapura,1908/11/8,2006/7/8
365,private,0,0,0,0,0,0,0,0.01,0,0,Ana Castillo,So Far From God,1993,0,0.4,0,0,0.9,Global,Americas,,Global,1992,1990,castillo_so_far_from_god_So_Far_From_God,1953/6/15,
364,private,0,0,0,0,0,0,0,0.01,0,0.01,Rebecca Makkai,The Great Believers,2019,0,0.1,0,0,1,Pulitzer,,,Pulitzer,2010,2010,makkai_the_great_believers_The_Great_Believers,1978/4/20,
363,private,0,0,0,0,0.11,0.06,0,0.01,0.04,0,Patricia Highsmith,The Talented Mr. Ripley,1955,0.5,3.3,0.1,0.2,1.2,Genre Fiction,Mystery/Crime,,Genre Fiction：Mystery/Crime,1955,1955,highsmith_the_talented_mr_ripley_The_Talented_Mr._Ripley,1921/1/19,1995/2/4
362,private,0,0,0,0,0,0,0,0.01,0,0,James M. Cain,Double Indemnity,1936,0.1,0.9,0.9,0,1.8,Genre Fiction,Mystery/Crime,,Genre Fiction：Mystery/Crime,1934,1943,cain_double_indemnity_Double_Indemnity,1892-07-01,1977/10/27
358,public,0,0,0,0,0,0,0,0.01,0.01,0,Jan Struther,Mrs. Miniver,1940,1,2,0.4,0,0,Bestsellers,,,Bestsellers,,1935,struther_mrs_miniver_Mrs._Miniver,1901/6/6,1953/7/20
361,private,0,0,0,0.01,0,0.03,0,0.01,0.02,0,Margaret Laurence,The Stone Angel,1965,0,0.3,0,0,1.9,Global,Americas,,Global,Unknown (The passage does not provide enough context to make a prediction of the year),1950,laurence_the_stone_angel_The_Stone_Angel,1926/7/18,1987/1/5
374,private,0,0,0,0,0,0,0,0.01,0.01,0,Celeste Ng,Little Fires Everywhere,2018,2.1,9.3,0.2,0.4,1,Bestsellers,,,Bestsellers,2017,1998,ng_little_fires_everywhere_Little_Fires_Everywhere,1980/7/30,
359,private,0,0,0,0,0,0,0,0.01,0.01,0,James Baldwin,If Beale Street Could Talk,1974,0.4,44.6,1.5,1.8,1,BBIP,,,BBIP,1960,1974,baldwin_if_beale_street_could_talk_If_Beale_Street_Could_Talk,1924/8/2,1987/12/1
351,private,0,0,0,0.01,0,0,0,0.01,0.01,0,Patricia Cornwell,Cause of Death,1996,0,0.5,0.2,0,1,Bestsellers,,,Bestsellers,1996,2000,cornwell_cause_of_death_Cause_of_Death,1956/6/9,
348,private,0,0,0,0,0,0,0,0.01,0.01,0,Chester Himes,A Rage in Harlem,1957,0,0,0.4,0,3.6,Genre Fiction,Mystery/Crime,,Genre Fiction：Mystery/Crime,1930,1950,himes_a_rage_in_harlem_A_Rage_in_Harlem,1909/7/29,1984/11/12
346,private,0,0,0,0,0,0,0,0.01,0,0,Wallace Stegner,Angle of Repose,1972,0,0.6,0.3,0.111,0,Pulitzer,,,Pulitzer,1928,1935,stegner_angle_of_repose_Angle_of_Repose,1909/2/18,1993/4/13
352,,0,0,0,0,0,0,0,0.01,0.01,0,Pamela Samuels-Young,Buying Time,2009,0,0,0,0,0,BCALA,,,BCALA,2010,2005,young_buying_time_Buying_Time,,
354,private,0,0,0,0,0.01,0.02,0,0.01,0.02,0,Keri Hulme,The Bone People,1983,0,0.9,0,0,0,Global,Oceania,,Global,1984,1980,hulme_the_bone_people_The_Bone_People,1947/3/9,2021/12/27
355,private,0,0,0,0,0,0,0,0.01,0.01,0,Michelle Cliff,No Telephone to Heaven,1987,0,0.2,0.1,0,0.1,Global,Americas,,Global,1967,1980,cliff_no_telephone_to_heaven_No_Telephone_to_Heaven,1946/11/2,2016/6/12
357,public,0,0,0,0,0,0,0.01,0.01,0.01,0,Stephen King,11/22/63,2011,0.2,2.1,5.5,0.1,0.9,Bestsellers,,,Bestsellers,2007,2011,king_11_22_63_11_22_63,1986/3/6,1915/10/8
356,private,0,0,0,0,0,0,0,0.01,0,0,John Phillips Marquand,The Late George Apley,1938,0,0.9,0,0,0,Pulitzer,,,Pulitzer,1916,1917,marquand_the_late_george_apley_The_Late_George_Apley,1893-11-10,1960/7/16
480,private,0,0,0,0.01,0.04,0.02,0.04,0,0.02,0,Judith Krantz,Princess Daisy,1980,0.1,0.2,0.2,0,0.2,Bestsellers,,,Bestsellers,1950,1960,krantz_princess_daisy_Princess_Daisy,1928/1/9,2019/6/22
508,private,0,0,0,0,0,0,0.03,0,0.01,0,Colson Whitehead,The Intuitionist,1999,0,1,0.5,0,2,BBIP,,,BBIP,2000,1999,whitehead_intuitionist_The_Intuitionist,1969/11/6,
547,private,0,0,0,0,0.02,0,0.03,0,0,0,Ann Petry,The Street,1946,0,0,0.3,0.2,1.1,BBIP,,,BBIP,1950,1950,petry_street_The_Street,1908/10/12,1997/4/28
471,private,0,0,0,0,0.01,0.02,0.02,0,0.01,0,Carol Shields,The Stone Diaries,1995,0.1,0.4,0,0,3,Pulitzer,,,Pulitzer,1952,1980,shields_the_stone_diaries_The_Stone_Diaries,1935/6/2,2003/7/16
570,private,0,0,0,0,0,0,0.02,0,0.01,0,Julie Garwood,The Bride,1989,0.1,0.3,0.1,0,2,Genre Fiction,Romance,,Genre Fiction：Romance,1950,1985,garwood_the_bride_The_Bride,1944/12/26,2023/6/8
530,private,0,0,0,0,0,0.01,0.01,0,0,0.01,James Alan McPherson,Elbow Room,1978,0.1,0.7,0.3,0.2,0.3,Pulitzer,,,Pulitzer,1965,1977,mcpherson_elbow_room_Elbow_Room,1943/9/16,2016/7/27
526,private,0,0,0,0,0,0.01,0.01,0,0,0,Kate Quinn,The Alice Network,2017,0,1.1,0.2,0,2,Genre Fiction,Action/Spy,,Genre Fiction：Action/Spy,2018,2010,quinn_the_alice_network_The_Alice_Network,1981/11/30,
551,private,0,0,0,0,0.01,0,0.01,0,0,0,Mahasweta Devi,Imaginary Maps,1995,0.3,2.2,0,0,0,Global,Asia,,Global,1960,1970,devi_imaginary_maps_Imaginary_Maps,1926/1/14,2016/7/28
468,private,0,0,0,0,0,0,0.01,0,0,0,Aleksandar Hemon,The Lazarus Project,2006,0,0.3,0,0,1,Global,Europe,,Global,1920,1920,hemon_the_lazarus_project_The_Lazarus_Project,1964/9/9,
462,private,0,0,0,0,0,0,0.01,0,0,0,Tayari Jones,Silver Sparrow,2011,0,0.1,0,0,1,BCALA,,,BCALA,2010,2000,jones_silver_sparrow_Silver_Sparrow,1970/11/30,
493,private,0,0,0,0,0,0,0.01,0,0.01,0,Mudrooroo,Doctor Wooreddy's Prescription for Enduring the Ending of the World,1983,0,0,0,0,0,Global,Oceania,,Global,1830,1950,mudrooroo_doctor_wooreddys_prescription_Doctor_Wooreddy_s_Prescription_for_Enduring_the_Ending_of_the_World,1938/8/21,2019/1/20
487,private,0,0,0,0,0,0,0.01,0,0,0,Octavia Butler,Adulthood Rites,1988,0.1,0.5,0.1,0,3.7,BBIP,,,BBIP,2025,1984,butler_adulthood_rites_Adulthood_Rites,1947/6/22,2006/2/24
525,private,0,0,0,0,0,0,0,0,0,0,Hernan Diaz,In the Distance,2018,0,0.1,0.7,0,1,Pulitzer,,,Pulitzer,1920,1950,diaz_in_the_distance_In_the_Distance,1929/1/5,2009/11/30
527,private,0,0,0,0,0,0,0,0,0,0,Alex Michaelides,The Silent Patient,2019,1.1,13.4,3.6,0.8,2,Bestsellers,,,Bestsellers,2018,2010,michaelides_the_silent_patient_The_Silent_Patient,1977/9/4,
528,private,0,0,0,0,0,0,0,0,0,0,Samuel Delany,Distant Stars,1981,0,1.1,0,0,0.6,BBIP,,,BBIP,1955,1965,delany_distant_stars_Distant_Stars,1942/4/1,
523,public,0,0,0,0,0,0,0,0,0,0,Hervey Allen,Anthony Adverse,1933,0,0.6,0,0,0,Bestsellers,,,Bestsellers,1922,1925,allen_anthony_adverse_Anthony_Adverse,1889-12-08,1949/10/28
529,private,0,0,0.01,0,0,0.01,0,0,0,0,Sefi Atta,Everything Good Will Come,2005,0,0.7,0.3,0.1,2,Global,Africa,,Global,2006,2000,atta_everything_good_will_come_Everything_Good_Will_Come,1964/1/1,
521,public,0,0,0,0,0,0,0,0,0,0,James Jones,From Here to Eternity,1951,0.2,0.4,0,0,1,Bestsellers,,,Bestsellers,1951,1951,jones_from_here_to_eternity_From_Here_to_Eternity,1772-12-11,1848-04-25
532,private,0,0,0,0,0,0.01,0,0,0,0,Samuel Delany,"Neveryona, or, the Tale of Signs and Cities",1982,0,0.1,0.1,0,1.2,BBIP,,,BBIP,Unknown (There is not enough information in the passage to make a prediction of the year),1975,"delany_neveryona_Neveryona,_or,_the_Tale_of_Signs_and_Cities",1942/4/1,
531,private,0,0,0,0,0,0,0,0,0,0,Marcia Davenport,The Constant Image,1960,0,0,0,0,0,Bestsellers,,,Bestsellers,1922,1920,davenport_the_constant_image_The_Constant_Image,1903/6/9,1996/1/16
533,private,0,0,0,0,0,0,0,0,0,0,Yiyun Li,The Vagrants,2009,0.2,0.4,0,0,0.1,Global,Asia,,Global,1968,1985,li_the_vagrants_The_Vagrants,1972/11/4,
534,private,0,0,0,0,0,0,0,0,0,0,Norman Mailer,The Executioner's Song,1980,0,0,0,0,1,Pulitzer,,,Pulitzer,1960,1970,mailer_executioners_song_The_Executioner_s_Song,1923/1/31,2007/11/10
535,private,0,0,0,0,0,0,0,0,0.01,0,John Grisham,The Partner,1997,0,0.6,0.4,0,1,Bestsellers,,,Bestsellers,1989,1991,grisham_the_partner_The_Partner,1955/2/8,
524,private,0,0,0,0,0,0.01,0,0,0.02,0,Tom Clancy,Patriot Games,1987,0,0.6,0.1,0.1,2.3,Genre Fiction,Action/Spy,,Genre Fiction：Action/Spy,1984,1984,clancy_patriot_games_Patriot_Games,1947/4/12,2013/10/1
537,private,0,0,0,0,0,0,0,0,0,0,Jean Stafford,The Collected Stories of Jean Stafford,1970,0,0.4,0,0.1,3.1,Pulitzer,,,Pulitzer,1950,1950,stafford_the_collected_stories_of_jean_stafford_The_Collected_Stories_of_Jean_Stafford,1915/7/1,1979/3/26
536,private,0,0,0,0,0,0,0,0,0,0,V. S. Naipaul,A House for Mr. Biswas,1967,0.1,2.6,0,0,0.9,Global,Americas,,Global,1961,1961,naipaul_a_house_for_mr_biswas_A_House_for_Mr._Biswas,1932/8/17,2018/8/11
517,private,0,0,0,0,0,0,0,0,0,0,Georgette Heyer,Frederica,1965,0.1,0.1,0,0,1,Genre Fiction,Romance,,Genre Fiction：Romance,Regency era (early 19th century),1950,heyer_frederica_Frederica,1902/8/16,1974/7/4
522,private,0,0,0,0,0.01,0.01,0,0,0,0.01,Andrea Barrett,Servants of the Map: Stories,2003,0,0,0.7,0,1,Pulitzer,,,Pulitzer,Unknown (no specific year mentioned in the passage),1880,barrett_servants_of_the_map_Servants_of_the_Map:_Stories,1954/11/16,
520,private,0,0,0,0,0,0,0,0,0,0,Viña Delmar,Bad Girl,1928,0,0.1,0,0,0,Bestsellers,,,Bestsellers,1930,1920,delmar_bad_girl_Bad_Girl,1903/1/29,1990/1/19
519,private,0,0,0,0.02,0,0.01,0,0,0,0,Colleen Hoover,It Ends with Us,2016,0.4,4.7,2.3,0,1,Genre Fiction,Romance,,Genre Fiction：Romance,2021,2015,hoover_it_ends_with_us_It_Ends_with_Us,1979/12/11,
518,private,0,0,0,0,0,0,0,0,0,0,Tayari Jones,Leaving Atlanta,2002,0,0,0,0,0,BBIP,,,BBIP,1981,1985,jones_leaving_atlanta_Leaving_Atlanta,1970/11/30,
516,private,0,0,0,0,0,0,0,0,0,0,Eleanor Catton,The Luminaries,2013,0,0.1,0,0.1,0.9,Global,Oceania,,Global,1865,2013,catton_the_luminaries_The_Luminaries,1985/9/24,
515,private,0,0,0,0,0,0,0,0,0,0,N.K. Jemisin,The Stone Sky,2017,0.1,0.4,0,0.1,0.9,Genre Fiction,SF/Fantasy,,Genre Fiction：SF/Fantasy,"Unknown (This passage appears to be from a work of fiction set in a fictional world, so it is impossible to predict a specific year.)",2015,jemisin_the_stone_sky_The_Stone_Sky,1972/9/19,
514,private,0,0,0,0,0.01,0.01,0,0,0,0,Charles Pugh,The Hospital Plot,1979,0,0,0,0,0,BBIP,,,BBIP,1975,1970,pugh_the_hospital_plot_The_Hospital_Plot,1971/8/3,
513,private,0,0,0,0,0,0,0,0,0.01,0,Samuel Delany,Triton,1976,0,0.2,0,0,1,BBIP,,,BBIP,1978,1975,delany_triton_Triton,1942/4/1,
512,private,0,0,0,0,0,0,0,0,0,0,Helen MacInnes,The Double Image,1966,0,0,0,0,1,Bestsellers,,,Bestsellers,1962,1955,macinnes_double_image_The_Double_Image,1907/10/7,1985/9/30
511,private,0,0,0,0,0,0,0,0,0,0,Sylvia Day,Bared to You,2012,0.1,3.5,0.2,1,1,Genre Fiction,Romance,,Genre Fiction：Romance,2012,2012,day_bared_to_you_Bared_to_You,1973/3/11,
510,private,0,0,0,0,0,0,0,0,0,0,Robert Ludlum,The Matarese Circle,1979,0,0.3,0.2,0,1,Bestsellers,,,Bestsellers,1984,1979,ludlum_materese_circle_The_Matarese_Circle,1927/5/25,2001/3/12
538,private,0,0,0,0,0,0,0,0,0,0,Patricia Powell,A Small Gathering of Bones,2003,0,0,0,0,0,Global,Americas,,Global,1978,1978,powell_a_small_gathering_of_bones_A_Small_Gathering_of_Bones,1966/1/1,
509,private,0,0,0,0,0,0,0,0,0,0,Jhumpa Lahiri,Interpreter of Maladies,2000,1.7,751.8,3.1,5.8,0.8,Pulitzer,,,Pulitzer,2003,2000,lahiri_interpreter_of_maladies_Interpreter_of_Maladies,1967/7/11,
553,private,0,0,0,0,0.01,0,0,0,0,0,Stephen L. Carter,New England White,2007,0,0.1,0,0,0.9,BCALA,,,BCALA,2010,2000,carter_new_england_white_New_England_White,1954/10/26,
539,private,0,0,0,0,0,0.01,0,0,0,0,Danielle Steel,Zoya,1988,0.2,0.2,0,0,0.9,Bestsellers,,,Bestsellers,1917,1917,steel_zoya_Zoya,1947/8/14,
540,private,0,0,0,0,0.01,0,0,0,0.01,0.01,Daphne du Maurier,The King's General,1946,0,0,0,0,0.8,Bestsellers,,,Bestsellers,1642,1940,dumaurier_the_kings_general_The_King_s_General,1907/5/13,1989/4/19
506,private,0,0,0,0.01,0.01,0.01,0,0,0.01,0,Lalita Tademy,Citizens Creek,2014,0,0,0,0,0,BCALA,,,BCALA,Unknown (insufficient information to make a prediction),1980,tademy_citizens_creek_Citizens_Creek,1948/1/1,
569,private,0,0,0,0,0,0,0,0,0,0,Diane McKinney-Whetstone,Leaving Cecil Street,2004,0,0,0,0,0,BCALA,,,BCALA,Unknown (The passage does not provide enough context to make a prediction of the year.),1985,mckinney_whetstone_leaving_cecil_street_Leaving_Cecil_Street,1953/8/14,
568,private,0,0,0,0,0,0,0,0,0,0,P. D. James,An Unsuitable Job for a Woman,1972,0,0.3,0.4,0,0.9,Genre Fiction,Mystery/Crime,,Genre Fiction：Mystery/Crime,1960,1980,james_an_unsuitable_job_for_a_woman_An_Unsuitable_Job_for_a_Woman,1920/8/3,2014/11/27
567,private,0,0,0,0,0,0,0,0,0,0,Conrad Richter,The Town,1951,0,0.1,0,0,0,Pulitzer,,,Pulitzer,1930,1930,richter_the_town_The_Town,1890-10-13,1968/10/30
566,private,0,0,0,0,0,0,0,0,0,0,Richard Wright,The Outsider,1953,0,0,0,0,2,BBIP,,,BBIP,1950,1950,wright_the_outsider_The_Outsider,1943/7/28,2008/9/15
565,private,0,0,0,0,0,0,0,0,0,0,Taylor Caldwell,Captains and the Kings,1972,0,0,0.1,0,0,Bestsellers,,,Bestsellers,1950,1950,caldwell_captains_and_kings_Captains_and_the_Kings,1900/9/7,1985/8/30
564,private,0,0,0,0,0,0.01,0,0,0,0,Neel Mukherjee,The Lives of Others,2014,0,0.2,0,0,2,Global,Asia,,Global,1978,1985,mukherjee_the_lives_of_others_The_Lives_of_Others,1970/1/1,
563,private,0,0,0,0,0,0.01,0,0,0,0,Langston Hughes,Not Without Laughter,1930,0,0.7,0.2,0.1,1.6,BBIP,,,BBIP,1937,1935,hughes_not_without_laughter_Not_Without_Laughter,1901/2/1,1967/5/22
562,private,0,0,0,0,0,0,0,0,0,0,Anne Rivers Siddons,The House Next Door,1978,0,1,0.3,0.111,0.9,Genre Fiction,Horror,,Genre Fiction：Horror,1960,1965,siddons_the_house_next_door_The_House_Next_Door,1936/1/9,2019/9/11
561,private,0,0,0,0,0,0.01,0,0,0,0,Jennifer Johnston,Shadows on our Skin,1977,0,0,0,0,0,Global,Europe,,Global,1960,1985,johnston_shadows_on_our_skin_Shadows_on_our_Skin,1930/1/12,
550,public,0,0,0,0,0,0,0,0,0,0,Robert Barclay,Melal: A Novel of the Pacific,2002,0,56300,0,1,1.1,Global,Oceania,,Global,1954,1985,barclay_melal_Melal:_A_Novel_of_the_Pacific,,1690-10-03
560,private,0,0,0,0,0,0,0,0,0,0,Saul Bellow,Humboldt's Gift,1976,0.1,0.8,0,0,0.8,Pulitzer,,,Pulitzer,1968,1965,bellow_humboldts_gift_Humboldt_s_Gift,1915/6/10,2005/4/5
548,public,0,0,0,0,0,0,0,0,0,0,Richard Price,Clockers,1992,0,0,0.2,0,2.9,Genre Fiction,Mystery/Crime,,Genre Fiction：Mystery/Crime,2013,1995,price_clockers_Clockers,1723-02-23,1791-04-19
559,private,0,0,0,0,0,0,0,0,0.01,0,Bernice L. McFadden,Glorious,2010,0,0,0,0,0,BCALA,,,BCALA,1960,1960,mcfadden_glorious_Glorious,1965/9/25,
558,private,0,0,0,0,0,0,0,0,0,0,Walter Mosley,RL's Dream,1995,0,0,0,0,2,BCALA,,,BCALA,1968,1980,mosley_rls_dream_RL_s_Dream,1952/1/12,
557,private,0,0,0,0,0,0,0,0,0,0,Albert Wendt,Pouliuli,1977,0,0,0,0,0,Global,Oceania,,Global,Uncertain (The passage does not provide enough context to make a prediction of the year),1970,wendt_pouliuli_Pouliuli,1887-01-01,1958/1/1
556,private,0,0,0,0,0,0,0,0,0,0,John Grisham,The Testament,1999,0.2,1.2,1,0.1,1,Bestsellers,,,Bestsellers,2010,1996,grisham_the_testament_The_Testament,1955/2/8,
555,private,0,0,0,0,0,0,0,0,0,0,Mulk Raj Anand,Coolie,1936,0,0.4,0,0,1.6,Global,Asia,,Global,1940,1936,anand_coolie_Coolie,1905/12/12,2004/9/28
554,private,0,0,0,0,0.01,0,0,0,0,0,Alice Munro,Lives of Girls and Women,1971,0,1.2,0,0,2.1,Global,Americas,,Global,1960,1965,munro_lives_of_girls_and_women_Lives_of_Girls_and_Women,1931/7/10,
552,private,0,0,0,0,0,0.01,0,0,0.04,0,Richard Wright,Native Son,1940,1.2,1.9,0.8,0.2,1.9,BBIP,,,BBIP,1940,1940,wright_native_son_Native_Son,1943/7/28,2008/9/15
549,,0,0,0,0,0,0,0,0,0.01,0,Odie Hawkins,Chicago Hustle,1983,0,0,0,0,0,BBIP,,,BBIP,1970,1970,hawkins_chicago_hustle_Chicago_Hustle,,
546,,0,0,0,0,0,0,0,0,0,0,Felix E. Goodson,Sweet Salt,1976,0,0,0,0,0,BBIP,,,BBIP,1952,1955,goodson_sweet_salt_Sweet_Salt,,
545,private,0,0,0,0,0,0,0,0,0,0,Helen Garner,Monkey Grip,1977,0.1,0.4,0,0,2,Global,Oceania,,Global,1984,1985,garner_monkey_grip_Monkey_Grip,1942/11/7,
544,private,0,0,0,0,0,0,0,0,0.02,0,Martha Southgate,Third Girl From the Left,2005,0,0.1,0,0,0,BCALA,,,BCALA,1952,1950,southgate_third_girl_from_the_left_Third_Girl_From_the_Left,1960/12/12,
543,private,0,0,0,0,0,0,0,0,0,0,Octavia Butler,Mind of My Mind,1977,0,0,0.9,0,4,BBIP,,,BBIP,1968,1977,butler_seed_to_harvest_Mind_of_My_Mind,1947/6/22,2006/2/24
542,private,0,0,0.01,0.01,0,0.01,0,0,0,0,Anya Seton,Katherine,1954,0,0,0,0,0,Genre Fiction,Romance,,Genre Fiction：Romance,"14th century (as the passage describes a jousting tournament during the time of the Plantagenet dynasty, which ruled England from the 12th to the 15th century)",1950,seton_katherine_Katherine,1904/1/23,1990/11/8
541,private,0,0,0,0,0.01,0,0,0,0.01,0,Morris West,The Shoes of the Fisherman,1963,0,0,0,0,0,Bestsellers,,,Bestsellers,1960,1960,west_shoes_of_the_fisherman_The_Shoes_of_the_Fisherman,1916/4/26,1999/10/9
507,private,0,0,0,0,0,0,0,0,0,0,Earl Lovelace,The Wine of Astonishment,1982,0,1,0,0,0,Global,Americas,,Global,1940,1960,lovelace_the_wine_of_astonishment_The_Wine_of_Astonishment,1935/7/13,
466,public,0,0,0,0,0.01,0,0,0,0,0,Nicholas Sparks,The Notebook,1996,0,2.1,3.7,0.222,2.3,Genre Fiction,Romance,,Genre Fiction：Romance,2010,1985,sparks_the_notebook_The_Notebook,1794-01-01,1862-02-27
474,private,0,0,0,0.01,0,0,0,0,0,0,Suzan-Lori Park,Getting Mother's Body,2003,0,0,0,0,1,BBIP,,,BBIP,1970,1975,parks_getting_mothers_body_Getting_Mother_s_Body,1963/5/10,
505,private,0,0,0,0,0,0,0,0,0,0,Colson Whitehead,The Underground Railroad,2017,1.4,5.5,0,1,0.1,Pulitzer,,,Pulitzer,1850,2016,whitehead_the_underground_railroad_The_Underground_Railroad,1969/11/6,
504,private,0,0,0,0,0,0,0,0,0,0,Katherine Anne Porter,The Collected Stories of Katherine Anne Porter,1966,0.2,1.6,0.4,0,3.7,Pulitzer,,,Pulitzer,1930,1950,porter_the_collected_stories_of_katherine_anne_porter_The_Collected_Stories_of_Katherine_Anne_Porter,1890-05-15,1980/9/18
470,private,0,0,0,0,0,0,0,0,0,0,Toni Morrison,Tar Baby,1981,0.1,0.9,0.2,0,2,BBIP,,,BBIP,1978,1950,morrison_tar_baby_Tar_Baby,1931/2/18,2019/8/5
469,private,0,0,0,0,0,0,0,0,0,0,Anita Desai,Clear Light of Day,1980,0,1.5,0.7,0,2.1,Global,Asia,,Global,1952,1980,desai_the_clear_light_of_day_Clear_Light_of_Day,1937/6/24,
467,private,0,0,0,0,0,0,0,0,0.01,0.02,Leonard Pitts,Freeman,2012,0,0,0,0,0,BCALA,,,BCALA,,2018,pitts_freeman_Freeman,1957/10/11,
459,public,0,0,0,0,0,0,0,0,0,0,Lloyd C. Douglas,The Robe,1943,0.4,0.7,0.4,0,2.6,Bestsellers,,,Bestsellers,Unknown (as the passage does not provide enough information to make a prediction),1942,douglas_the_robe_The_Robe,1877-08-27,1951/2/13
465,private,0,0,0,0,0,0,0,0,0,0,Octavia Butler,Wild Seed,1980,0,0.4,0.7,0,3.1,BBIP,,,BBIP,1976,1979,butler_seed_to_harvest_Wild_Seed,1947/6/22,2006/2/24
464,private,0,0,0,0.01,0,0,0,0,0.01,0,Bernard Malamud,The Fixer,1967,0,0.2,0,0,2,Pulitzer,,,Pulitzer,1940,1966,melamud_the_fixer_The_Fixer,1914/4/26,1986/3/18
463,private,0,0,0,0,0,0,0,0,0,0,David Malouf,The Great World,1990,0,0.1,0,0,1,Global,Oceania,,Global,1978,1985,malouf_the_great_world_The_Great_World,1934/3/20,
461,private,0,0,0,0,0,0,0,0,0,0,Toni Morrison,Paradise,1998,0,1.6,0.3,0,1,Bestsellers,,,Bestsellers,1938,1950,morrison_paradise_Paradise,1931/2/18,2019/8/5
454,public,0,0,0,0,0,0,0,0,0.01,0,"Horatio, Jr. Alger",Adrift in New York: Tom and Florence Braving the World,1904,0,1.9,2.2,0.6,0.7,pre-1923 LitBank,,,pre-1923 LitBank,1885,1890,18581_adrift_in_new_york_tom_and_florence_braving_the_world,1832-01-13,1899-07-18
460,private,0,0,0,0,0,0,0,0,0,0,Octavia E. Butler,Parable of the Talents,1998,0,0.5,0,0.1,3,Genre Fiction,SF/Fantasy,,Genre Fiction：SF/Fantasy,1930,1980,butler_parable_of_the_talents_Parable_of_the_Talents,1947/6/22,2006/2/24
458,private,0,0,0,0,0.01,0,0,0,0,0,Toni Morrison,*The Bluest Eye,1970,0.1,3.3,0.6,0.1,2.2,BBIP,,,BBIP,1970,1970,morrison_the_bluest_eye_*The_Bluest_Eye,1931/2/18,2019/8/5
451,public,0,0,0,0,0,0,0,0,0.02,0,Mrs. Rowson,Charlotte Temple,1791,0.8,3.8,1.4,1.7,3.2,pre-1923 LitBank,,,pre-1923 LitBank,1794,1791,171_charlotte_temple,1762-01-01,1824-03-02
457,private,0,0,0,0,0,0,0,0,0,0.01,Jojo Moyes,Me Before You,2012,0.8,19402,0,29.6,6,Genre Fiction,Romance,,Genre Fiction：Romance,2012,2010,moyes_me_before_you_Me_Before_You,1969/8/4,
456,private,0,0,0,0,0,0,0,0,0,0,Alison Lurie,Foreign Affairs,1985,0,0,0,0,2,Pulitzer,,,Pulitzer,1960,1965,lurie_foreign_affairs_Foreign_Affairs,1926/9/3,2020/12/3
455,private,0,0,0,0.01,0.01,0.01,0,0,0,0,Joyce Carol Oates,Blonde,2001,0,0.5,0.5,0,1.8,Pulitzer,,,Pulitzer,1949,1955,oates_blonde_Blonde,1938/6/16,
453,private,0,0,0,0,0,0,0,0,0,0,Alice Walker,Meridian,1976,0.1,0.4,0,0,2,BBIP,,,BBIP,1960,1970,walker_meridian_Meridian,1876-04-10,1954/3/10
446,public,0,0,0,0,0,0,0,0,0,0,Joanna Scott,The Manikin,1997,0,0,0,0,2,Pulitzer,,,Pulitzer,Cannot predict without more context as there is no clear indication of time period.,1985,scott_the_manikin_The_Manikin,1703-12-11,1796-03-13
452,private,0,0,0,0,0,0,0,0,0,0,Eudora Welty,The Optimist's Daughter,1973,0,1.3,1,0,2.1,Pulitzer,,,Pulitzer,1950,1950,welty_the_optimists_daughter_The_Optimist_s_Daughter,1909/4/13,2001/7/23
444,public,0,0,0,0.01,0,0,0.01,0,0.01,0,Richard Ford,Independence Day,1996,0,0.2,0,0,3,Pulitzer,,,Pulitzer,2010,1990,ford_independence_day_Independence_Day,1796-04-21,1858-08-31
443,public,0,0,0,0,0,0,0,0,0,0,Anne Douglas Sedgwick,The Little French Girl,1924,0,0,0.5,0,0,Bestsellers,,,Bestsellers,1920,1920,sedgwick_the_little_french_girl_The_Little_French_Girl,1873-03-28,1935/7/19
450,private,0,0,0,0,0,0,0,0,0,0,Judith Krantz,Scruples,1978,0,0,0,0,0.2,Bestsellers,,,Bestsellers,1930,1950,krantz_scruples_Scruples,1928/1/9,2019/6/22
449,private,0,0,0,0,0,0,0,0,0,0,Diane McKinney-Whetstone,Trading Dreams at Midnight,2008,0,0,0,0.1,0,BCALA,,,BCALA,1998,1995,mckinney_whetstone_trading_dreams_at_midnight_Trading_Dreams_at_Midnight,1953/8/14,
